Data_Set,Data Type,Parameter,Value
Turkey.ld_fltrd,r2GLS,AIC,-489451537.16651934
Turkey.ld_fltrd,r2GLS,init,0.1573279254847588
Turkey.ld_fltrd,r2GLS,lam,-3.1727665800774516e-07
