Data_Set,Data Type,Parameter,Value
Duck.ld_fltrd,r2GLS,AIC,-494267611.46283549
Duck.ld_fltrd,r2GLS,init,0.085134094100237936
Duck.ld_fltrd,r2GLS,lam,-1.9709416067262802e-07
